mlp_type,training_size,predictors,nodes,activation,dropout,optimizer,learning_rate,epochs,MSE,R^2,observed_total_runoff,predicted_total_runoff,proportion_runoff_predicted
N16_random_year,16,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.3786956261963883,0.7314576933490875,291.4553639226843,265.7383,0.9117633252345007
N17_random_year,17,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.3513718979359126,0.7367798085962463,291.4553639226843,243.98723,0.8371341158719533
N18_random_year,18,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.6683345105294256,0.6750418372190622,291.4553639226843,206.10162,0.7071464417784048
N19_random_year,19,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.9995839598247149,0.8053010561851559,291.4553639226843,279.86273,0.9602250175359073
N20_random_year,20,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.3165111871159525,0.7435699771564452,291.4553639226843,256.323,0.8794588461060919
N21_random_year,21,x_t2m_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.6303921452371737,0.6824322503760859,291.4553639226843,201.1985,0.6903235503337208
N1_random_year,1,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,1.5617629501450088,0.6957998436312343,291.4553639226843,198.51276,0.6811086050223342
N2_random_year,2,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.8754865836413535,0.8294727406500915,291.4553639226843,217.84407,0.747435447756449
N3_random_year,3,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.8125244878516872,0.841736496415807,291.4553639226843,218.77026,0.7506132696528762
N4_random_year,4,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.662734314325952,0.8709126234361095,291.4553639226843,233.00504,0.7994535844679151
N5_random_year,5,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.5630793983235327,0.890323405993115,291.4553639226843,266.88452,0.9156960362382375
N6_random_year,6,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.6141206075098496,0.8803816002829162,291.4553639226843,254.05652,0.8716824255191346
N7_random_year,7,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.48957728568060793,0.9046401460318874,291.45536392268434,271.6657,0.9321005686527173
N8_random_year,8,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.48629577662309387,0.9052793183008471,291.4553639226843,252.22475,0.8653975116787022
N9_random_year,9,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.6919760355962529,0.8652169215486423,291.4553639226843,244.27342,0.8381160633091332
N10_random_year,10,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.5694405480525718,0.8890843813754038,291.4553639226843,279.27936,0.9582234279422697
N11_random_year,11,x_t2m_ts_al2_swd,64,relu,0.2,<class 'keras.src.optimizers.adam.Adam'>,0.001,1000,0.5602461289970883,0.8908752701361715,291.4553639226843,290.1503,0.9955222479598459
